2,6,0.048534784
2,3,0.047923937
2,12,0.047359064
2,8,0.04696112
2,11,0.025922343
2,7,0.02449796
2,10,0.019381506
3,15,0.32229188
3,20,0.21878615
3,17,0.21735634
3,14,0.20064385
3,9,0.18867338
3,1,0.14541042
3,19,0.14469701
3,18,0.1427065
3,16,0.10154944
3,4,0.10048167
3,13,0.09939831
3,0,0.09827048
3,5,0.092265345
3,6,0.07965925
3,12,0.06887517
3,11,0.057736896
3,8,0.05657599
3,2,0.053645574
3,3,0.05037049
3,7,0.0361566
3,10,0.029541211
4,3,0.1170663
4,1,0.105829135
4,2,0.09738095
4,19,0.096496
4,12,0.07916469
4,4,0.07851919
4,0,0.07753903
4,9,0.069582894
4,11,0.06686226
4,13,0.06120078
4,7,0.05978243
4,5,0.05595415
4,20,0.05554601
4,17,0.05359374
4,6,0.05227431
4,8,0.036428913
4,18,0.034082074
4,15,0.021579731
4,16,0.02085754
4,10,0.018508937
4,14,0.01729895
5,4,0.17631635
5,13,0.13920893
5,2,0.11850479
5,9,0.10363174
5,20,0.10086519
5,19,0.09262627
5,8,0.09225978
5,6,0.09174333
5,1,0.087134
5,0,0.08539143
5,5,0.08440465
5,17,0.084264256
5,11,0.0805826
5,3,0.075371996
5,15,0.06946282
5,7,0.06925321
5,12,0.067076705
5,18,0.060929485
5,10,0.05949314
5,14,0.05754668
5,16,0.037745476
6,1,0.2345627
6,0,0.13778654
6,19,0.11884014
6,12,0.106169686
6,9,0.09667275
6,17,0.095098965
6,5,0.091192335
6,3,0.084208176
6,20,0.08059316
6,4,0.07764786
6,6,0.074296236
6,13,0.06850966
6,18,0.058761485
6,11,0.0575261
6,15,0.051754013
6,2,0.047614843
6,7,0.043245807
6,14,0.042173333
6,16,0.041813187
6,8,0.0340279
6,10,0.021510145
7,7,0.2794488
7,2,0.1814327
7,11,0.11425592
7,19,0.09986036
7,8,0.09811281
7,12,0.092984304
7,9,0.08080459
7,4,0.08074857
7,6,0.07878289
7,13,0.074281685
7,1,0.07285157
7,3,0.07212857
7,5,0.071393564
7,0,0.06497809
7,20,0.06460968
7,17,0.05003911
7,14,0.04881584
7,18,0.04561718
7,15,0.04217197
7,10,0.03372334
7,16,0.016574731
8,2,0.2731441
8,9,0.16306914
8,8,0.16147983
8,7,0.14040959
8,11,0.12396887
8,17,0.12192733
8,19,0.1217707
8,13,0.120459415
8,0,0.114344425
8,12,0.114135526
8,4,0.111114725
8,3,0.095008545
8,6,0.09315164
8,1,0.08076833
8,5,0.07954323
8,15,0.07538202
8,10,0.07506146
8,18,0.0632452
8,20,0.059444178
8,16,0.03474986
8,14,0.0239397
9,20,0.15948837
9,10,0.15149769
9,0,0.13997798
9,9,0.13236079
9,12,0.12450789
9,19,0.12393567
9,17,0.11948632
9,1,0.10867645
9,2,0.10155527
9,13,0.099849105
9,15,0.09963423
9,18,0.095966026
9,8,0.08958333
9,4,0.08305733
9,5,0.07982869
9,14,0.07960723
9,11,0.0792576
9,7,0.07639879
9,6,0.0761814
9,16,0.053807788
9,3,0.049474996
10,17,0.3337697
10,9,0.27332127
10,15,0.25908273
10,20,0.23551317
10,19,0.20750998
10,1,0.19032092
10,18,0.18126254
10,0,0.14793526
10,14,0.14059241
10,4,0.12431388
10,6,0.11570685
10,5,0.11330548
10,13,0.11103175
10,16,0.10449395
10,11,0.075730495
10,2,0.074073575
10,12,0.07380413
10,3,0.07073137
10,8,0.066447176
10,7,0.036292206
10,10,0.024155501
11,12,0.29519838
11,9,0.119056284
11,2,0.1147719
11,13,0.10591396
11,11,0.09771824
11,19,0.09516581
11,17,0.092362896
11,7,0.08800237
11,8,0.08231128
11,5,0.08129483
11,0,0.07819664
11,10,0.07572654
11,20,0.07550986
11,1,0.07185115
11,4,0.067654945
11,3,0.06537507
11,6,0.06338304
11,14,0.054603428
11,15,0.052969445
11,18,0.04438646
11,16,0.016476588
12,19,0.4276108
12,20,0.22041917
12,17,0.21527164
12,9,0.19587432
12,1,0.19457392
12,15,0.14767292
12,18,0.14266111
12,0,0.13659574
12,4,0.13108216
12,14,0.12338937
12,13,0.12326314
12,5,0.12120932
12,6,0.11705248
12,16,0.116917565
12,12,0.10405587
12,3,0.08562813
12,11,0.07267527
12,8,0.072346605
12,2,0.0714115
12,7,0.067689836
12,10,0.02350725
13,9,0.32090634
13,17,0.26647344
13,15,0.16396058
13,14,0.15188648
13,13,0.12567182
13,1,0.11538132
13,19,0.1069163
13,5,0.10179285
13,20,0.0937399
13,18,0.09200713
13,4,0.08472417
13,0,0.066045344
13,2,0.06369223
13,8,0.061869618
13,6,0.058948707
13,11,0.05816226
13,3,0.056408845
13,7,0.052298762
13,12,0.05050964
13,16,0.03574681
13,10,0.034527164
14,20,0.5566646
14,18,0.26951587
14,17,0.24107297
14,9,0.20920904
14,15,0.2008638
14,1,0.19596642
14,19,0.17004931
14,14,0.14149268
14,0,0.13646603
14,16,0.123275734
14,6,0.09580708
14,4,0.09136352
14,5,0.08877558
14,13,0.08794565
14,12,0.08270441
14,3,0.06373211
14,11,0.052614752
14,7,0.050392445
14,2,0.04803347
14,8,0.046485987
14,10,0.0360911
15,18,0.6052146
15,20,0.24173884
15,17,0.20267811
15,9,0.17521887
15,15,0.16314666
15,1,0.14943843
15,19,0.13041665
15,16,0.12987824
15,14,0.12208804
15,0,0.085522056
15,6,0.07378151
15,5,0.07177053
15,13,0.059536256
15,4,0.059250873
15,2,0.05239454
15,12,0.05028161
15,8,0.047893286
15,3,0.044454288
15,11,0.038136926
15,7,0.026716234
15,10,0.02642156
0,15,0.45464656
0,17,0.2574347
0,14,0.23221722
0,9,0.19029969
0,20,0.15577482
0,18,0.12743632
0,19,0.120499715
0,13,0.096931346
0,16,0.09285438
0,5,0.08875488
0,0,0.068882704
0,1,0.067704506
0,4,0.06505316
0,6,0.049876396
0,8,0.048236355
0,2,0.046005223
0,12,0.042428825
0,11,0.042020652
0,3,0.03855187
0,7,0.020760546
0,10,0.015489164
1,20,0.18371429
1,9,0.14093699
1,18,0.13148305
1,1,0.12776585
1,0,0.12752548
1,4,0.12408861
1,17,0.11261949
1,15,0.10876333
1,2,0.105764024
1,19,0.102000244
1,6,0.099825375
1,12,0.092146665
1,5,0.08983888
1,14,0.087316655
1,13,0.08149232
1,11,0.068883084
1,10,0.06538264
1,7,0.062726036
1,3,0.05823292
1,8,0.057655822
1,16,0.05211163
2,19,0.08938083
2,5,0.07805083
2,9,0.075289406
2,17,0.07133352
2,0,0.07009337
2,2,0.06900697
2,13,0.0684665
2,16,0.0678844
2,15,0.06749351
2,4,0.06746977
2,20,0.062031917
2,1,0.059329335
2,18,0.05266646
2,14,0.052340526
2,6,0.048534784
2,3,0.047923937
2,12,0.047359064
2,8,0.04696112
2,11,0.025922343
2,7,0.02449796
2,10,0.019381506
3,15,0.32229188
3,20,0.21878615
3,17,0.21735634
3,14,0.20064385
3,9,0.18867338
3,1,0.14541042
3,19,0.14469701
3,18,0.1427065
3,16,0.10154944
3,4,0.10048167
3,13,0.09939831
3,0,0.09827048
3,5,0.092265345
3,6,0.07965925
3,12,0.06887517
3,11,0.057736896
3,8,0.05657599
3,2,0.053645574
3,3,0.05037049
3,7,0.0361566
3,10,0.029541211
4,3,0.1170663
4,1,0.105829135
4,2,0.09738095
4,19,0.096496
4,12,0.07916469
4,4,0.07851919
4,0,0.07753903
4,9,0.069582894
4,11,0.06686226
4,13,0.06120078
4,7,0.05978243
4,5,0.05595415
4,20,0.05554601
4,17,0.05359374
4,6,0.05227431
4,8,0.036428913
4,18,0.034082074
4,15,0.021579731
4,16,0.02085754
4,10,0.018508937
4,14,0.01729895
5,4,0.17631635
5,13,0.13920893
5,2,0.11850479
5,9,0.10363174
5,20,0.10086519
5,19,0.09262627
5,8,0.09225978
5,6,0.09174333
5,1,0.087134
5,0,0.08539143
5,5,0.08440465
5,17,0.084264256
5,11,0.0805826
5,3,0.075371996
5,15,0.06946282
5,7,0.06925321
5,12,0.067076705
5,18,0.060929485
5,10,0.05949314
5,14,0.05754668
5,16,0.037745476
6,1,0.2345627
6,0,0.13778654
6,19,0.11884014
6,12,0.106169686
6,9,0.09667275
6,17,0.095098965
6,5,0.091192335
6,3,0.084208176
6,20,0.08059316
6,4,0.07764786
6,6,0.074296236
6,13,0.06850966
6,18,0.058761485
6,11,0.0575261
6,15,0.051754013
6,2,0.047614843
6,7,0.043245807
6,14,0.042173333
6,16,0.041813187
6,8,0.0340279
6,10,0.021510145
7,7,0.2794488
7,2,0.1814327
7,11,0.11425592
7,19,0.09986036
7,8,0.09811281
7,12,0.092984304
7,9,0.08080459
7,4,0.08074857
7,6,0.07878289
7,13,0.074281685
7,1,0.07285157
7,3,0.07212857
7,5,0.071393564
7,0,0.06497809
7,20,0.06460968
7,17,0.05003911
7,14,0.04881584
7,18,0.04561718
7,15,0.04217197
7,10,0.03372334
7,16,0.016574731
8,2,0.2731441
8,9,0.16306914
8,8,0.16147983
8,7,0.14040959
8,11,0.12396887
8,17,0.12192733
8,19,0.1217707
8,13,0.120459415
8,0,0.114344425
8,12,0.114135526
8,4,0.111114725
8,3,0.095008545
8,6,0.09315164
8,1,0.08076833
8,5,0.07954323
8,15,0.07538202
8,10,0.07506146
8,18,0.0632452
8,20,0.059444178
8,16,0.03474986
8,14,0.0239397
9,20,0.15948837
9,10,0.15149769
9,0,0.13997798
9,9,0.13236079
9,12,0.12450789
9,19,0.12393567
9,17,0.11948632
9,1,0.10867645
9,2,0.10155527
9,13,0.099849105
9,15,0.09963423
9,18,0.095966026
9,8,0.08958333
9,4,0.08305733
9,5,0.07982869
9,14,0.07960723
9,11,0.0792576
9,7,0.07639879
9,6,0.0761814
9,16,0.053807788
9,3,0.049474996
10,17,0.3337697
10,9,0.27332127
10,15,0.25908273
10,20,0.23551317
10,19,0.20750998
10,1,0.19032092
10,18,0.18126254
10,0,0.14793526
10,14,0.14059241
10,4,0.12431388
10,6,0.11570685
10,5,0.11330548
10,13,0.11103175
10,16,0.10449395
10,11,0.075730495
10,2,0.074073575
10,12,0.07380413
10,3,0.07073137
10,8,0.066447176
10,7,0.036292206
10,10,0.024155501
11,12,0.29519838
11,9,0.119056284
11,2,0.1147719
11,13,0.10591396
11,11,0.09771824
11,19,0.09516581
11,17,0.092362896
11,7,0.08800237
11,8,0.08231128
11,5,0.08129483
11,0,0.07819664
11,10,0.07572654
11,20,0.07550986
11,1,0.07185115
11,4,0.067654945
11,3,0.06537507
11,6,0.06338304
11,14,0.054603428
11,15,0.052969445
11,18,0.04438646
11,16,0.016476588
12,19,0.4276108
12,20,0.22041917
12,17,0.21527164
12,9,0.19587432
12,1,0.19457392
12,15,0.14767292
12,18,0.14266111
12,0,0.13659574
12,4,0.13108216
12,14,0.12338937
12,13,0.12326314
12,5,0.12120932
12,6,0.11705248
12,16,0.116917565
12,12,0.10405587
12,3,0.08562813
12,11,0.07267527
12,8,0.072346605
12,2,0.0714115
12,7,0.067689836
12,10,0.02350725
13,9,0.32090634
13,17,0.26647344
13,15,0.16396058
13,14,0.15188648
13,13,0.12567182
13,1,0.11538132
13,19,0.1069163
13,5,0.10179285
13,20,0.0937399
13,18,0.09200713
13,4,0.08472417
13,0,0.066045344
13,2,0.06369223
13,8,0.061869618
13,6,0.058948707
13,11,0.05816226
13,3,0.056408845
13,7,0.052298762
13,12,0.05050964
13,16,0.03574681
13,10,0.034527164
14,20,0.5566646
14,18,0.26951587
14,17,0.24107297
14,9,0.20920904
14,15,0.2008638
14,1,0.19596642
14,19,0.17004931
14,14,0.14149268
14,0,0.13646603
14,16,0.123275734
14,6,0.09580708
14,4,0.09136352
14,5,0.08877558
14,13,0.08794565
14,12,0.08270441
14,3,0.06373211
14,11,0.052614752
14,7,0.050392445
14,2,0.04803347
14,8,0.046485987
14,10,0.0360911
15,18,0.6052146
15,20,0.24173884
15,17,0.20267811
15,9,0.17521887
15,15,0.16314666
15,1,0.14943843
15,19,0.13041665
15,16,0.12987824
15,14,0.12208804
15,0,0.085522056
15,6,0.07378151
15,5,0.07177053
15,13,0.059536256
15,4,0.059250873
15,2,0.05239454
15,12,0.05028161
15,8,0.047893286
15,3,0.044454288
15,11,0.038136926
15,7,0.026716234
15,10,0.02642156
0,15,0.45464656
0,17,0.2574347
0,14,0.23221722
0,9,0.19029969
0,20,0.15577482
0,18,0.12743632
0,19,0.120499715
0,13,0.096931346
0,16,0.09285438
0,5,0.08875488
0,0,0.068882704
0,1,0.067704506
0,4,0.06505316
0,6,0.049876396
0,8,0.048236355
0,2,0.046005223
0,12,0.042428825
0,11,0.042020652
0,3,0.03855187
0,7,0.020760546
0,10,0.015489164
1,20,0.18371429
1,9,0.14093699
1,18,0.13148305
1,1,0.12776585
1,0,0.12752548
1,4,0.12408861
1,17,0.11261949
1,15,0.10876333
1,2,0.105764024
1,19,0.102000244
1,6,0.099825375
1,12,0.092146665
1,5,0.08983888
1,14,0.087316655
1,13,0.08149232
1,11,0.068883084
1,10,0.06538264
1,7,0.062726036
1,3,0.05823292
1,8,0.057655822
1,16,0.05211163
2,19,0.08938083
2,5,0.07805083
2,9,0.075289406
2,17,0.07133352
2,0,0.07009337
2,2,0.06900697
2,13,0.0684665
2,16,0.0678844
2,15,0.06749351
2,4,0.06746977
2,20,0.062031917
2,1,0.059329335
2,18,0.05266646
2,14,0.052340526
2,6,0.048534784
2,3,0.047923937
2,12,0.047359064
2,8,0.04696112
2,11,0.025922343
2,7,0.02449796
2,10,0.019381506
3,15,0.32229188
3,20,0.21878615
3,17,0.21735634
3,14,0.20064385
3,9,0.18867338
3,1,0.14541042
3,19,0.14469701
3,18,0.1427065
3,16,0.10154944
3,4,0.10048167
3,13,0.09939831
3,0,0.09827048
3,5,0.092265345
3,6,0.07965925
3,12,0.06887517
3,11,0.057736896
3,8,0.05657599
3,2,0.053645574
3,3,0.05037049
3,7,0.0361566
3,10,0.029541211
4,3,0.1170663
4,1,0.105829135
4,2,0.09738095
4,19,0.096496
4,12,0.07916469
4,4,0.07851919
4,0,0.07753903
4,9,0.069582894
4,11,0.06686226
4,13,0.06120078
4,7,0.05978243
4,5,0.05595415
4,20,0.05554601
4,17,0.05359374
4,6,0.05227431
4,8,0.036428913
4,18,0.034082074
4,15,0.021579731
4,16,0.02085754
4,10,0.018508937
4,14,0.01729895
5,4,0.17631635
5,13,0.13920893
5,2,0.11850479
5,9,0.10363174
5,20,0.10086519
5,19,0.09262627
5,8,0.09225978
5,6,0.09174333
5,1,0.087134
5,0,0.08539143
5,5,0.08440465
5,17,0.084264256
5,11,0.0805826
5,3,0.075371996
5,15,0.06946282
5,7,0.06925321
5,12,0.067076705
5,18,0.060929485
5,10,0.05949314
5,14,0.05754668
5,16,0.037745476
6,1,0.2345627
6,0,0.13778654
6,19,0.11884014
6,12,0.106169686
6,9,0.09667275
6,17,0.095098965
6,5,0.091192335
6,3,0.084208176
6,20,0.08059316
6,4,0.07764786
6,6,0.074296236
6,13,0.06850966
6,18,0.058761485
6,11,0.0575261
6,15,0.051754013
6,2,0.047614843
6,7,0.043245807
6,14,0.042173333
6,16,0.041813187
6,8,0.0340279
6,10,0.021510145
7,7,0.2794488
7,2,0.1814327
7,11,0.11425592
7,19,0.09986036
7,8,0.09811281
7,12,0.092984304
7,9,0.08080459
7,4,0.08074857
7,6,0.07878289
7,13,0.074281685
7,1,0.07285157
7,3,0.07212857
7,5,0.071393564
7,0,0.06497809
7,20,0.06460968
7,17,0.05003911
7,14,0.04881584
7,18,0.04561718
7,15,0.04217197
7,10,0.03372334
7,16,0.016574731
8,2,0.2731441
8,9,0.16306914
8,8,0.16147983
8,7,0.14040959
8,11,0.12396887
8,17,0.12192733
8,19,0.1217707
8,13,0.120459415
8,0,0.114344425
8,12,0.114135526
8,4,0.111114725
8,3,0.095008545
8,6,0.09315164
8,1,0.08076833
8,5,0.07954323
8,15,0.07538202
8,10,0.07506146
8,18,0.0632452
8,20,0.059444178
8,16,0.03474986
8,14,0.0239397
9,20,0.15948837
9,10,0.15149769
9,0,0.13997798
9,9,0.13236079
9,12,0.12450789
9,19,0.12393567
9,17,0.11948632
9,1,0.10867645
9,2,0.10155527
9,13,0.099849105
9,15,0.09963423
9,18,0.095966026
9,8,0.08958333
9,4,0.08305733
9,5,0.07982869
9,14,0.07960723
9,11,0.0792576
9,7,0.07639879
9,6,0.0761814
9,16,0.053807788
9,3,0.049474996
10,17,0.3337697
10,9,0.27332127
10,15,0.25908273
10,20,0.23551317
10,19,0.20750998
10,1,0.19032092
10,18,0.18126254
10,0,0.14793526
10,14,0.14059241
10,4,0.12431388
10,6,0.11570685
10,5,0.11330548
10,13,0.11103175
10,16,0.10449395
10,11,0.075730495
10,2,0.074073575
10,12,0.07380413
10,3,0.07073137
10,8,0.066447176
10,7,0.036292206
10,10,0.024155501
11,12,0.29519838
11,9,0.119056284
11,2,0.1147719
11,13,0.10591396
11,11,0.09771824
11,19,0.09516581
11,17,0.092362896
11,7,0.08800237
11,8,0.08231128
11,5,0.08129483
11,0,0.07819664
11,10,0.07572654
11,20,0.07550986
11,1,0.07185115
11,4,0.067654945
11,3,0.06537507
11,6,0.06338304
11,14,0.054603428
11,15,0.052969445
11,18,0.04438646
11,16,0.016476588
12,19,0.4276108
12,20,0.22041917
12,17,0.21527164
12,9,0.19587432
12,1,0.19457392
12,15,0.14767292
12,18,0.14266111
12,0,0.13659574
12,4,0.13108216
12,14,0.12338937
12,13,0.12326314
12,5,0.12120932
12,6,0.11705248
12,16,0.116917565
12,12,0.10405587
12,3,0.08562813
12,11,0.07267527
12,8,0.072346605
12,2,0.0714115
12,7,0.067689836
12,10,0.02350725
13,9,0.32090634
13,17,0.26647344
13,15,0.16396058
13,14,0.15188648
13,13,0.12567182
13,1,0.11538132
13,19,0.1069163
13,5,0.10179285
13,20,0.0937399
13,18,0.09200713
13,4,0.08472417
13,0,0.066045344
13,2,0.06369223
13,8,0.061869618
13,6,0.058948707
13,11,0.05816226
13,3,0.056408845
13,7,0.052298762
13,12,0.05050964
13,16,0.03574681
13,10,0.034527164
14,20,0.5566646
14,18,0.26951587
14,17,0.24107297
14,9,0.20920904
14,15,0.2008638
14,1,0.19596642
14,19,0.17004931
14,14,0.14149268
14,0,0.13646603
14,16,0.123275734
14,6,0.09580708
14,4,0.09136352
14,5,0.08877558
14,13,0.08794565
14,12,0.08270441
14,3,0.06373211
14,11,0.052614752
14,7,0.050392445
14,2,0.04803347
14,8,0.046485987
14,10,0.0360911
15,18,0.6052146
15,20,0.24173884
15,17,0.20267811
15,9,0.17521887
15,15,0.16314666
15,1,0.14943843
15,19,0.13041665
15,16,0.12987824
15,14,0.12208804
15,0,0.085522056
15,6,0.07378151
15,5,0.07177053
15,13,0.059536256
15,4,0.059250873
15,2,0.05239454
15,12,0.05028161
15,8,0.047893286
15,3,0.044454288
15,11,0.038136926
15,7,0.026716234
15,10,0.02642156
